Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
pipe,13036,pipe,pYp,18,17,1,0.944444444,0.055555556,11,7,0.339869281,0.338235294,0.563636364,1,1,3,260,5,44,18,989,2.995635195,4822,455,16180632,4,1
piping,13038,piping,pYpIG,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,540,5,7,4,36,1.568201724,647,33,2612878,4,2
pirate,13044,pirate,pYrxt,2,2,0,1,0,2,0,0,0,0,-1,2,5,375,7,11,3,375,2.575187845,1154,114,4309949,6,1
pistil,13051,pistil,pIstL,2,2,0,1,0,2,0,1,1,1,-1,2,6,403,7,11,2,5,0.77815125,20,0,90108,7,1
pit,13054,pit,pIt,33,30,3,0.909090909,0.090909091,23,10,0.285984848,0.317241379,0.454545455,0.8,1,3,243,4,87,42,674,2.829303773,3729,392,8536397,4,1
pitch,13055,pitch,pIC,24,21,3,0.875,0.125,13,11,0.264492754,0.314285714,0.461538462,0.672727273,1,3,372,6,67,15,792,2.899273187,6672,801,9800806,4,1
pitcher,13056,pitcher,pICX,4,1,3,0.25,0.75,2,2,0.166666667,-1,1,0,2,4,371,8,25,7,165,2.220108088,3491,203,2963438,5,2
pith,13060,pith,pIT,14,13,1,0.928571429,0.071428571,4,10,0.428571429,0.5,0.5,0.8,1,3,309,5,43,20,10,1.041392685,160,3,189736,4,1
pithy,13062,pithy,pITi,3,2,1,0.666666667,0.333333333,0,3,0.333333333,1,-1,0.333333333,2,4,366,5,13,2,20,1.322219295,166,39,197155,5,2
pity,13069,pity,pIti,12,10,2,0.833333333,0.166666667,9,3,0.181818182,0.266666667,0.305555556,0.333333333,2,4,335,5,51,12,1199,3.079181246,2361,189,2642047,5,1
pivot,13070,pivot,pIvxt,4,3,1,0.75,0.25,4,0,0.666666667,1,0.666666667,-1,2,5,235,6,7,3,23,1.380211242,647,98,1736745,6,1
placate,13076,placate,pleket,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,442,7,1,0,19,1.301029996,228,34,140227,7,1
place,13077,place,ples,7,4,3,0.571428571,0.428571429,2,5,0.333333333,0.5,1,0.6,1,4,387,6,25,16,30736,4.487661477,121329,23007,220988917,5,1
placid,13082,placid,pl@s|d,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,608,7,4,6,29,1.477121255,605,42,1009328,5,1
plague,13087,plague,pleg,5,4,1,0.8,0.2,0,5,0.6,0.5,-1,0.6,1,4,479,7,18,8,424,2.62838893,1890,178,2385288,5,1
plaid,13088,plaid,pl@d,11,9,2,0.818181818,0.181818182,4,7,0.236363636,0.277777778,0.666666667,0.428571429,1,4,414,6,33,9,82,1.919078092,769,54,1679093,5,1
plain,13089,plain,plen,10,6,4,0.6,0.4,4,6,0.244444444,0.266666667,0.666666667,0.466666667,1,4,377,6,56,15,1113,3.046885191,7909,866,23749009,5,1
plan,13096,plan,pl@n,8,6,2,0.75,0.25,2,6,0.25,0.4,0,0.466666667,1,4,458,5,39,24,7432,3.871164133,52927,15142,160755405,5,1
planet,13097,planet,pl@n|t,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,462,7,6,8,1975,3.29578694,11898,1459,26416491,7,1
plank,13100,plank,pl@Gk,7,5,2,0.714285714,0.285714286,6,1,0.285714286,0.3,0.4,-1,1,5,430,6,14,15,104,2.021189299,947,115,1265284,6,1
plant,13102,plant,pl@nt,8,2,6,0.25,0.75,3,5,0.071428571,0,0,0.2,1,5,351,6,19,19,1408,3.148910993,22580,2700,53249198,6,1
plaque,13106,plaque,pl@k,12,9,3,0.75,0.25,6,6,0.257575758,0.333333333,0.733333333,0.4,1,4,375,7,35,3,106,2.029383778,1211,82,3850588,5,1
plasma,13108,plasma,pl@zmx,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,522,6,1,0,254,2.40654018,1564,76,19335038,6,1
plaster,13109,plaster,pl@stX,5,2,3,0.4,0.6,2,3,0.3,0,1,0.666666667,2,6,503,8,12,9,134,2.130333768,1247,58,1811197,7,1
plastic,13110,plastic,pl@stIk,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,501,8,2,2,957,2.981365509,14562,1271,35423760,8,1
plateau,13113,plateau,pl@to,4,3,1,0.75,0.25,1,3,0.5,0.333333333,-1,1,2,5,499,8,10,0,29,1.477121255,1192,59,2451741,6,1
platinum,13117,platinum,pl@tNM,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,486,9,2,0,123,2.093421685,1138,144,15501355,8,1
platter,13120,platter,pl@tX,10,4,6,0.4,0.6,4,6,0.155555556,0.166666667,0.333333333,0.333333333,2,5,499,8,22,17,149,2.176091259,1386,65,1470060,6,1
play,13125,play,ple,16,9,7,0.5625,0.4375,7,9,0.208333333,0.333333333,0.523809524,0.333333333,1,3,333,5,52,22,18081,4.257246465,68601,13591,150763326,4,1
plaza,13127,plaza,pl@zx,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,361,6,5,6,301,2.480006943,3210,473,14276293,6,1
plea,13128,plea,pli,17,10,7,0.588235294,0.411764706,8,9,0.213235294,0.355555556,0.535714286,0.333333333,1,3,304,5,96,15,349,2.544068044,2482,914,3445286,4,1
plead,13129,plead,plid,8,7,1,0.875,0.125,1,7,0.321428571,0.285714286,-1,0.428571429,1,4,355,6,24,8,357,2.553883027,1114,458,1125870,5,1
pleasant,13131,pleasant,plEzNt,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,7,589,9,3,3,1072,3.030599722,4550,409,11587800,8,2
please,13132,please,pliz,6,3,3,0.5,0.5,2,4,0.466666667,1,1,1,1,4,438,7,43,8,56149,4.749349761,23462,7181,380056867,5,1
pleat,13135,pleat,plit,15,12,3,0.8,0.2,7,8,0.266666667,0.287878788,0.761904762,0.428571429,1,4,385,6,35,8,3,0.602059991,36,3,266830,5,1
pledge,13143,pledge,plEJ,4,3,1,0.75,0.25,3,1,0.5,0.333333333,1,-1,1,4,359,7,10,7,351,2.546542663,2605,992,6025016,5,1
plenty,13149,plenty,plEnti,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,381,6,3,1,3178,3.502290528,12095,2241,14365248,6,1
plight,13156,plight,plYt,11,8,3,0.727272727,0.272727273,6,5,0.309090909,0.428571429,0.733333333,0.6,1,4,370,4,25,5,63,1.806179974,1579,278,1330993,4,1
plot,13160,plot,plat,12,10,2,0.833333333,0.166666667,6,6,0.272727273,0.288888889,0.733333333,0.466666667,1,4,389,5,37,17,591,2.772321707,5877,1293,18685607,5,1
plough,13161,plough,plW,6,6,0,1,0,2,4,0.4,0.4,0,1,1,3,350,7,28,7,54,1.740362689,100,11,797262,4,1
ploy,13164,ploy,plO,6,6,0,1,0,2,4,0.466666667,0.466666667,1,1,1,3,413,5,18,13,78,1.897627091,611,167,529976,4,1
plug,13167,plug,pl^g,8,6,2,0.75,0.25,3,5,0.285714286,0.4,0.666666667,0.6,1,4,319,5,16,10,531,2.725911632,3190,568,24430043,5,1
plum,13168,plum,pl^m,10,7,3,0.7,0.3,3,7,0.177777778,0.333333333,0.333333333,0.333333333,1,4,416,5,34,16,174,2.243038049,1375,118,2962013,5,1
plumber,13170,plumber,pl^mX,3,2,1,0.666666667,0.333333333,0,3,0.333333333,0,-1,0.333333333,2,5,443,8,14,6,229,2.361727836,555,130,1225144,6,2
plume,13172,plume,plum,7,5,2,0.714285714,0.285714286,5,2,0.476190476,0.6,1,0,1,4,418,6,19,11,24,1.397940009,670,64,1269109,5,1
plump,13174,plump,pl^mp,6,3,3,0.5,0.5,4,2,0.333333333,0.333333333,0.666666667,1,1,5,367,6,18,10,75,1.880813592,1073,32,3386553,6,1
plunge,13177,plunge,pl^nJ,2,0,2,0,1,1,1,0,-1,-1,-1,1,5,445,7,4,4,114,2.06069784,1424,195,1668493,6,1
plus,13185,plus,pl^s,6,5,1,0.833333333,0.166666667,1,5,0.4,0.6,-1,0.6,1,4,418,5,33,14,2399,3.380211242,22795,5076,94737923,5,1
plush,13186,plush,pl^S,9,8,1,0.888888889,0.111111111,4,5,0.333333333,0.321428571,1,0.6,1,4,423,5,12,7,28,1.462397998,799,44,4693277,4,1
ply,13193,ply,plY,12,8,4,0.666666667,0.333333333,6,6,0.212121212,0.321428571,0.4,0.4,1,3,345,4,41,14,16,1.230448921,340,20,1826809,4,1
poach,13196,poach,poC,15,14,1,0.933333333,0.066666667,8,7,0.304761905,0.340659341,0.571428571,0.761904762,1,3,439,6,41,9,17,1.255272505,117,11,75120,4,1
pocket,13198,pocket,pak|t,7,7,0,1,0,7,0,0.333333333,0.333333333,0.333333333,-1,2,5,304,7,12,9,1821,3.260548373,10395,1017,38932393,6,1
pod,13201,pod,pad,23,17,6,0.739130435,0.260869565,14,9,0.252964427,0.338235294,0.450549451,0.638888889,1,3,389,4,62,31,408,2.611723308,998,64,5209484,4,1
podium,13203,podium,podixm,2,2,0,1,0,2,0,1,1,1,-1,3,6,497,7,4,2,65,1.819543936,1355,313,1230847,7,1
poem,13204,poem,poxm,1,1,0,1,0,0,1,-1,-1,-1,-1,2,4,499,5,6,7,696,2.843232778,4733,603,8910539,5,1
poet,13206,poet,poxt,4,4,0,1,0,0,4,0.5,0.5,-1,0.5,2,4,314,5,15,19,470,2.673020907,4710,465,6468704,5,1
poetry,13208,poetry,poxtri,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,477,5,1,1,682,2.834420704,6722,710,25314268,5,1
point,13213,point,pOnt,8,6,2,0.75,0.25,7,1,0.357142857,0.666666667,0.476190476,-1,1,4,382,6,20,9,12063,4.081491329,106134,36964,175543899,5,1
pointer,13215,pointer,pOntX,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,501,8,14,11,55,1.748188027,927,56,11476769,6,2
poison,13217,poison,pOzN,2,0,2,0,1,0,2,0,-1,-1,0,2,5,609,7,6,4,1252,3.097951071,2623,499,5058523,6,1
poke,13219,poke,pok,27,22,5,0.814814815,0.185185185,18,9,0.233618234,0.307359307,0.424836601,0.472222222,1,3,409,5,89,25,298,2.475671188,1055,166,1491296,4,1
poker,13220,poker,pokX,8,6,2,0.75,0.25,4,4,0.178571429,0.266666667,0.5,0.333333333,2,4,398,6,39,15,819,2.913813852,1501,266,129058482,5,2
polar,13222,polar,polX,12,11,1,0.916666667,0.083333333,7,5,0.227272727,0.236363636,0.523809524,0.4,2,4,417,6,73,9,135,2.133538908,2152,187,7716475,5,1
pole,13227,pole,pol,33,29,4,0.878787879,0.121212121,24,9,0.274621212,0.349753695,0.460144928,0.5,1,3,394,5,137,43,642,2.808210973,4339,486,9378054,4,1
police,13232,police,pxlis,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,514,7,7,7,12044,4.080806804,56379,24327,64199830,6,1
polio,13234,polio,polio,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,3,5,425,5,14,13,45,1.662757832,647,198,1298845,5,1
polite,13236,polite,pxlYt,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,2,5,433,7,6,7,711,2.852479994,2574,347,2171712,6,1
political,13239,political,pxlItIkL,1,1,0,1,0,0,1,-1,-1,-1,-1,4,9,547,10,1,1,1115,3.047664195,92025,22593,82022326,7,3
politics,13243,politics,pal|tIks,1,0,1,0,1,0,1,-1,-1,-1,-1,3,8,587,9,1,5,845,2.927370363,27147,8979,53008272,8,3
polity,13244,polity,palxti,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,485,6,1,5,0,0,531,8,514984,6,1
pollen,13246,pollen,pal|n,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,414,7,31,13,62,1.799340549,1145,61,2053694,6,1
pollster,13250,pollster,polstX,3,2,1,0.666666667,0.333333333,3,0,0.333333333,1,0.333333333,-1,2,6,471,9,8,3,0,0,739,324,199553,7,2
polo,13253,polo,polo,7,5,2,0.714285714,0.285714286,3,4,0.19047619,0.2,0.333333333,0.5,2,4,396,5,36,21,178,2.252853031,1316,118,8045348,5,1
pond,13286,pond,pand,7,5,2,0.714285714,0.285714286,4,3,0.19047619,0.3,0.5,0.333333333,1,4,510,5,32,12,323,2.51054501,3477,262,9223378,5,1
ponder,13287,ponder,pandX,5,4,1,0.8,0.2,4,1,0.3,0.5,0.5,-1,2,5,431,7,21,15,56,1.755874856,854,62,1290410,6,1
pony,13296,pony,poni,6,5,1,0.833333333,0.166666667,3,3,0.133333333,0.2,0.333333333,0.333333333,2,4,330,5,42,16,413,2.617000341,1126,107,4769443,5,1
pool,13298,pool,pul,18,16,2,0.888888889,0.111111111,17,1,0.339869281,0.425,0.382352941,-1,1,3,409,5,94,20,2396,3.379668034,12198,1548,53058254,4,1
poop,13299,poop,pup,14,14,0,1,0,13,1,0.417582418,0.417582418,0.487179487,-1,1,3,280,5,63,20,285,2.456366033,310,52,1589608,4,1
poor,13300,poor,por,31,25,6,0.806451613,0.193548387,21,10,0.322580645,0.42,0.604761905,0.511111111,1,3,471,5,41,20,6583,3.818489822,31365,4652,48053547,4,1
pop,13301,pop,pap,29,23,6,0.793103448,0.206896552,19,10,0.219211823,0.312252964,0.385964912,0.511111111,1,3,305,4,83,44,3441,3.536810866,11213,1922,54142627,4,1
pope,13303,pope,pop,22,21,1,0.954545455,0.045454545,16,6,0.307359307,0.304761905,0.466666667,1,1,3,386,5,55,28,546,2.737987326,6188,2078,8561616,4,1
poplin,13308,poplin,papl|n,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,392,5,8,6,3,0.602059991,42,0,250399,5,1
population,13316,population,papyUleS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,4,10,601,11,1,1,464,2.667452953,36011,3738,62452790,11,2
porch,13318,porch,porC,7,5,2,0.714285714,0.285714286,2,5,0.333333333,0.3,0,0.7,1,4,470,6,25,16,491,2.691965103,5514,271,3420626,5,1
porous,13326,porous,por|s,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,486,4,21,0,15,1.204119983,574,50,1353861,5,2
port,13331,port,port,18,13,5,0.722222222,0.277777778,9,9,0.176470588,0.269230769,0.472222222,0.277777778,1,4,324,5,53,32,741,2.870403905,8260,1363,78056223,5,1
portable,13332,portable,portxbL,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,8,420,9,1,2,204,2.311753861,2791,182,34210546,9,1
portage,13333,portage,portIJ,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,621,6,6,4,6,0.84509804,235,11,2110329,6,1
portal,13334,portal,portL,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,6,435,7,10,4,222,2.348304863,979,53,30179923,7,2
porter,13339,porter,portX,4,3,1,0.75,0.25,2,2,0.166666667,0,0,1,2,5,411,7,26,19,795,2.900913068,2886,454,7153875,6,1
portion,13344,portion,porS|n,3,1,2,0.333333333,0.666666667,3,0,0,-1,0,-1,2,6,459,8,7,2,221,2.346352974,7351,973,23356888,7,1
portly,13345,portly,portli,2,2,0,1,0,2,0,0,0,0,-1,2,6,444,6,6,1,8,0.954242509,195,9,95046,6,NA
pose,13350,pose,poz,21,16,5,0.761904762,0.238095238,12,9,0.204761905,0.325,0.378787879,0.5,1,3,468,5,116,36,347,2.541579244,4311,649,5242620,4,1
posh,13353,posh,paS,11,9,2,0.818181818,0.181818182,3,8,0.4,0.444444444,0.333333333,0.75,1,3,366,5,48,26,65,1.819543936,512,89,998148,4,1
posit,13354,posit,paz|t,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,496,6,3,3,6,0.84509804,297,17,292939,6,1
position,13355,position,pxzIS|n,4,2,2,0.5,0.5,4,0,0.166666667,0,0.166666667,-1,3,7,768,9,6,2,3676,3.56549363,38875,8646,87142870,8,2
positive,13356,positive,paz|tIv,1,0,1,0,1,1,0,-1,-1,-1,-1,3,7,500,9,2,1,1613,3.20790353,29054,4433,56132744,8,2
posse,13358,posse,pasi,4,4,0,1,0,1,3,0.166666667,0.166666667,-1,0.333333333,2,4,428,6,27,11,221,2.346352974,529,109,1038358,5,1
possession,13360,possession,pxzES|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,607,11,3,1,680,2.833147112,3882,489,9088454,8,2
post,13366,post,post,15,13,2,0.866666667,0.133333333,10,5,0.266666667,0.346153846,0.533333333,0.4,1,4,490,5,33,35,1654,3.218797998,32375,6271,392967450,5,1
postage,13367,postage,postIJ,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,626,6,6,5,48,1.69019608,576,61,16732519,6,2
postal,13368,postal,postL,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,6,495,7,13,4,96,1.986771734,1661,460,29860400,7,2
poster,13373,poster,postX,7,4,3,0.571428571,0.428571429,4,3,0.095238095,0.166666667,0.166666667,0.333333333,2,5,456,7,17,24,305,2.485721426,2564,402,41897879,6,2
posture,13393,posture,pasCX,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,589,8,3,2,88,1.949390007,2403,275,2045913,6,1
posy,13395,posy,pozi,11,8,3,0.727272727,0.272727273,6,5,0.2,0.285714286,0.466666667,0.4,2,4,382,4,27,15,9,1,12,1,189674,4,1
pot,13396,pot,pat,34,29,5,0.852941176,0.147058824,25,9,0.26916221,0.349753695,0.43,0.611111111,1,3,324,4,108,47,1149,3.06069784,8122,836,12930337,4,1
potable,13397,potable,potxbL,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,7,491,5,2,2,6,0.84509804,195,15,842826,5,1
potent,13404,potent,potNt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,490,7,2,5,76,1.886490725,2056,199,2419930,7,1
pottery,13416,pottery,patXi,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,5,386,7,8,3,94,1.977723605,1786,48,15363954,5,1
pouch,13417,pouch,pWC,10,10,0,1,0,8,2,0.377777778,0.377777778,0.571428571,1,1,3,364,6,34,13,87,1.944482672,940,64,4023912,4,1
poultry,13421,poultry,poltri,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,500,6,4,0,51,1.716003344,1477,185,5148028,6,1
pound,13423,pound,pWnd,9,9,0,1,0,8,1,0.583333333,0.583333333,0.75,-1,1,4,480,6,25,12,708,2.850646235,9277,894,13620117,5,1
powder,13428,powder,pWdX,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,4,379,7,16,8,818,2.913283902,6430,362,12628035,5,1
power,13429,power,pWX,9,8,1,0.888888889,0.111111111,6,3,0.305555556,0.392857143,0.666666667,0.333333333,2,3,394,6,53,18,7600,3.880870733,85290,14004,226613941,4,1
pox,13431,pox,paks,7,5,2,0.714285714,0.285714286,5,2,0.285714286,0.3,0.6,0,1,4,549,3,66,27,75,1.880813592,249,46,614286,4,1
practical,13434,practical,pr@ktIkL,1,0,1,0,1,0,1,-1,-1,-1,-1,3,9,533,10,2,0,577,2.761927838,10037,1121,29138914,9,1
practically,13436,practically,pr@ktIkLi,1,0,1,0,1,0,1,-1,-1,-1,-1,3,9,581,10,1,0,1165,3.06669855,4375,643,4363252,8,2
prairie,13443,prairie,prEri,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,470,8,12,1,143,2.158362492,2809,190,8844038,6,1
praise,13444,praise,prez,11,7,4,0.636363636,0.363636364,7,4,0.236363636,0.333333333,0.523809524,0.333333333,1,4,509,7,53,7,482,2.683947131,4168,587,8892678,5,1
pram,13446,pram,pram,5,4,1,0.8,0.2,1,4,0.2,0.333333333,-1,0.333333333,1,4,451,5,33,26,11,1.079181246,44,0,580828,5,1
prance,13447,prance,pr@ns,3,2,1,0.666666667,0.333333333,3,0,0,0,0,-1,1,5,539,7,12,9,39,1.602059991,84,7,84700,6,1
prank,13448,prank,pr@Gk,7,6,1,0.857142857,0.142857143,7,0,0.476190476,0.4,0.476190476,-1,1,5,340,6,16,9,204,2.311753861,321,60,826645,6,1
pray,13455,pray,pre,15,10,5,0.666666667,0.333333333,9,6,0.257142857,0.4,0.583333333,0.266666667,1,3,329,5,50,21,1847,3.266701967,4496,1123,8562999,4,1
prayer,13456,prayer,prEr,4,1,3,0.25,0.75,2,2,0.166666667,-1,1,0,1,4,358,7,25,15,805,2.906335042,7584,1178,16763247,5,1
preach,13458,preach,priC,4,2,2,0.5,0.5,3,1,0.333333333,0,0.666666667,-1,1,4,466,7,27,5,122,2.089905111,965,209,1539268,5,1
precede,13470,precede,prisid,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,485,8,7,6,14,1.176091259,307,22,677234,7,2
precept,13475,precept,prisEpt,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,510,8,2,2,7,0.903089987,173,7,482252,8,1
predator,13494,predator,prEd|tX,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,515,9,2,2,134,2.130333768,1596,394,3647058,8,3
preen,13515,preen,prin,6,5,1,0.833333333,0.166666667,2,4,0.2,0.3,0,0.5,1,4,579,6,41,11,3,0.602059991,59,4,77273,5,1
preface,13519,preface,prEfxs,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,523,8,2,2,28,1.462397998,570,51,2461709,7,2
prefer,13522,prefer,prIfR,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,483,7,9,6,1679,3.225309282,7128,993,16005656,6,1
premise,13547,premise,prEmxs,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,448,8,2,5,61,1.792391689,2219,505,3131689,6,1
premix,13549,premix,primIks,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,568,6,2,1,0,0,20,1,122657,6,2
preparation,13557,preparation,prEpXeS|n,1,0,1,0,1,1,0,-1,-1,-1,-1,4,9,818,12,2,2,206,2.315970345,7349,479,25268975,10,3
prepare,13559,prepare,prIpEr,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,512,8,3,4,1711,3.23350376,9289,1234,21088422,7,2
prepossess,13564,prepossess,pripxzEs,1,0,1,0,1,1,0,-1,-1,-1,-1,3,8,755,7,1,1,0,0,0,0,2368,5,3
prescribe,13577,prescribe,prIskrYb,1,1,0,1,0,1,0,-1,-1,-1,-1,2,8,595,10,2,4,74,1.875061263,849,162,1998175,7,2
presence,13578,presence,prEzNs,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,520,9,2,1,1064,3.027349608,19547,2084,28603601,8,1
present,13579,present,prEzNt,3,2,1,0.666666667,0.333333333,2,1,0.333333333,0,1,-1,2,7,434,8,5,7,4562,3.659250469,38673,3757,99421445,8,2
preservation,13583,preservation,prEzXveS|n,1,0,1,0,1,1,0,-1,-1,-1,-1,4,10,754,13,1,1,55,1.748188027,3279,170,9429116,11,3
preside,13587,preside,prIzYd,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,584,8,3,7,17,1.255272505,303,51,499894,7,2
presidential,13589,presidential,prEzxdEnCL,1,0,1,0,1,1,0,-1,-1,-1,-1,4,11,683,13,2,1,285,2.456366033,16102,7371,10431378,12,2
press,13592,press,prEs,6,5,1,0.833333333,0.166666667,4,2,0.2,0.3,0.5,0,1,4,499,6,36,21,3070,3.487279816,41358,10261,179658541,5,1
presume,13598,presume,prIzum,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,572,8,4,8,415,2.619093331,914,296,1277622,7,1
pretty,13612,pretty,prIti,4,3,1,0.75,0.25,1,3,0.5,1,-1,1,2,5,293,7,14,2,20003,4.301116846,41388,17672,51628164,6,1
prevail,13614,prevail,prxvel,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,495,8,3,3,107,2.033423755,1541,403,1948134,7,1
price,13622,price,prYs,10,7,3,0.7,0.3,4,6,0.311111111,0.333333333,0.666666667,0.666666667,1,4,431,6,39,17,2722,3.435047641,35420,6551,501653687,5,1
pride,13627,pride,prYd,12,9,3,0.75,0.25,4,8,0.257575758,0.277777778,0.666666667,0.464285714,1,4,466,6,30,11,1411,3.149834697,7442,966,14445194,5,1
priest,13628,priest,prist,1,0,1,0,1,0,1,-1,-1,-1,-1,1,5,378,7,18,6,1336,3.126131407,5614,923,7402030,6,1
prim,13630,prim,prIm,10,7,3,0.7,0.3,4,6,0.2,0.238095238,1,0.2,1,4,348,5,31,26,19,1.301029996,219,11,668388,5,1
primacy,13631,primacy,prYmxsi,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,480,7,2,3,0,0,668,21,460541,7,1
prime,13636,prime,prYm,11,8,3,0.727272727,0.272727273,3,8,0.254545455,0.285714286,1,0.392857143,1,4,422,6,31,15,933,2.970346876,15300,5155,38313992,5,1
primer,13637,primer,prImX,2,1,1,0.5,0.5,0,2,1,-1,-1,1,2,5,426,7,19,9,30,1.491361694,816,37,4864138,6,2
primp,13643,primp,prImp,5,3,2,0.6,0.4,3,2,0.2,0.333333333,0.333333333,1,1,5,379,5,9,7,6,0.84509804,29,1,60629,5,1
prince,13645,prince,prIns,3,2,1,0.666666667,0.333333333,2,1,0,0,0,-1,1,5,411,7,14,5,2299,3.361727836,9494,2606,23979830,6,1
print,13650,print,prInt,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,342,6,15,12,1018,3.008174184,9561,1025,178257086,6,1
prior,13651,prior,prYX,9,8,1,0.888888889,0.111111111,4,5,0.444444444,0.428571429,1,1,2,4,431,6,45,7,422,2.626340367,12718,1638,62949059,5,1
prism,13656,prism,prIzM,2,2,0,1,0,1,1,0,0,-1,-1,2,6,331,6,4,11,41,1.62324929,525,73,2657902,7,1
prison,13658,prison,prIzN,3,1,2,0.333333333,0.666666667,1,2,0,-1,-1,0,2,6,444,7,9,6,3368,3.527501011,17698,6084,15837188,7,1
prisoner,13659,prisoner,prIzNX,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,418,9,5,3,1180,3.072249898,2971,698,5124810,7,1
privacy,13663,privacy,prYvxsi,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,603,7,2,1,774,2.889301703,6188,1401,333277179,8,1
private,13664,private,prYvxt,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,422,8,3,2,3874,3.588271707,41819,7720,187887808,7,1
privy,13669,privy,prIvi,3,3,0,1,0,0,3,1,1,-1,1,2,5,326,5,6,0,76,1.886490725,482,117,742055,6,1
pro,13670,pro,pro,14,10,4,0.714285714,0.285714286,8,6,0.373626374,0.533333333,1,0.4,1,3,262,4,78,30,722,2.859138297,15640,3402,102596670,4,1
probe,13677,probe,prob,5,3,2,0.6,0.4,2,3,0.4,0.333333333,1,1,1,4,423,6,17,11,225,2.354108439,3100,360,9646581,5,1
proceed,13684,proceed,prosid,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,6,748,8,4,3,1066,3.028164419,3376,737,11314884,7,1
proceeds,13685,proceeds,prosidz,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,631,8,4,4,86,1.939519253,2238,268,7662697,7,2
procession,13687,procession,prxsES|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,8,708,11,3,3,65,1.819543936,1230,167,1146478,9,2
prod,13699,prod,prad,9,7,2,0.777777778,0.222222222,4,5,0.194444444,0.19047619,0.5,0.4,1,4,443,5,27,17,35,1.556302501,318,47,3500701,5,1
profession,13713,profession,prxfES|n,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,3,8,465,11,3,3,461,2.664641976,6691,677,9208483,9,1
professional,13714,professional,prxfES|nL,1,0,1,0,1,0,1,-1,-1,-1,-1,4,10,649,13,4,3,1646,3.216693599,25972,2469,123169695,11,2
professor,13715,professor,prxfEsX,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,597,10,5,2,3548,3.550105999,26379,5576,40572636,8,1
