lower,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
hour,8062,hour,Wr,11,7,4,8,3,hour,2,2,375,5,102,28,8277,42478,12710,71767668,3,1
kid,9477,kid,kId,24,21,3,16,8,kid,1,3,319,4,68,28,17299,20408,5460,22023401,4,1
censure,2843,censure,sEnCX,5,4,1,2,3,censure,2,5,553,8,13,3,8,328,55,452851,6,1
sign,15664,sign,sYn,31,24,7,24,7,sign,1,3,526,5,110,9,6797,25474,5491,242300906,4,1
rigor,14832,rigor,rIgX,7,5,2,4,3,rigor,2,4,430,6,41,6,44,682,33,519381,5,1
globe,7221,globe,glob,8,5,3,1,7,globe,1,4,439,6,19,10,266,4955,1075,14557011,5,1
muster,11306,muster,m^stX,7,4,3,4,3,muster,2,5,540,7,32,21,76,1007,115,952213,6,1
posh,13353,posh,paS,11,9,2,3,8,posh,1,3,366,5,48,26,65,512,89,998148,4,1
suit,16652,suit,sut,27,24,3,19,8,suit,1,3,479,5,80,13,3499,13928,1871,19821509,4,1
thigh,17259,thigh,TY,19,18,1,17,2,thigh,1,2,472,6,89,2,191,2155,118,2171743,3,1
truce,17780,truce,trus,9,6,3,1,8,truce,1,4,357,5,35,8,220,764,233,897431,5,1
zoo,19326,zoo,zu,20,19,1,18,2,zoo,1,2,534,4,129,21,696,2842,528,11593039,3,1
nil,11566,nil,nIl,26,25,1,20,6,nil,1,3,293,4,100,34,23,272,37,5608046,4,1
glove,7233,glove,gl^v,3,2,1,1,2,glove,1,4,376,6,11,10,515,2078,281,4715158,5,1
languish,9646,languish,l@GgwIS,2,1,1,1,1,languish,2,7,552,9,3,1,8,184,21,138503,8,1
people,12691,people,pipL,5,4,1,3,2,people,2,5,391,7,15,3,56252,446988,194403,480323270,6,1
fad,6165,fad,f@d,19,18,1,15,4,fad,1,3,486,4,56,33,39,497,73,1105997,4,1
pop,13301,pop,pap,29,23,6,19,10,pop,1,3,305,4,83,44,3441,11213,1922,54142627,4,1
elite,5550,elite,xlit,13,10,3,7,6,elite,2,4,452,6,16,8,151,6621,687,12688404,5,1
salt,15095,salt,sclt,11,8,3,7,4,salt,1,4,488,5,32,25,995,20309,1198,25323008,5,1
tenet,17119,tenet,tEn|t,6,4,2,2,4,tenet,2,5,425,6,16,8,6,768,269,838507,6,1
bake,1450,bake,bek,29,26,3,20,9,bake,1,3,419,5,116,45,323,5337,281,3791576,4,1
pearl,12590,pearl,pRl,21,19,2,15,6,pearl,1,3,314,6,93,12,799,3997,741,18709335,4,1
penchant,12648,penchant,pEnC|nt,3,1,2,2,1,penchant,2,7,476,5,2,1,27,695,40,431194,4,1
gym,7531,gym,JIm,14,13,1,8,6,gym,1,3,393,4,63,11,927,4629,561,9874822,4,1
pulp,13935,pulp,p^lp,4,3,1,1,3,pulp,1,4,286,5,8,8,93,1166,46,3861448,5,1
drove,5302,drove,drov,11,8,3,5,6,drove,1,4,382,6,17,13,1472,10358,1540,5545848,5,1
prior,13651,prior,prYX,9,8,1,4,5,prior,2,4,431,6,45,7,422,12718,1638,62949059,5,1
worse,19176,worse,wRs,14,12,2,6,8,worse,1,3,454,6,71,9,5002,19564,5186,15677993,4,1
courier,4071,courier,kRiX,2,1,1,1,1,courier,3,4,458,8,28,6,168,704,78,8405086,5,1
burned,2350,burned,bRnd,9,7,2,6,3,burned,1,4,437,6,48,8,1448,7095,1174,4993504,5,2
kept,9465,kept,kEpt,3,2,1,2,1,kept,1,4,367,4,16,5,4559,33434,5824,27838368,4,1
paean,12259,paean,pian,3,1,2,1,2,paean,2,4,668,6,29,3,3,109,0,80694,5,1
ripe,14846,ripe,rYp,20,17,3,10,10,ripe,1,3,328,5,69,27,213,2311,162,9136382,4,1
stunt,16533,stunt,st^nt,2,1,1,1,1,stunt,1,5,462,6,14,11,469,931,293,1754828,6,1
try,17802,try,trY,19,10,9,6,13,try,1,3,388,4,44,19,24314,63020,22091,114392006,4,1
wander,18785,wander,wandX,6,5,1,5,1,wander,2,5,451,7,27,29,299,1732,134,1996154,6,1
bug,2284,bug,b^g,26,25,1,15,11,bug,1,3,316,4,65,36,1068,2404,335,39682466,4,1
yawl,19246,yawl,ycl,16,15,1,14,2,yawl,1,3,448,4,66,5,12,41,0,59825,4,1
wax,18849,wax,w@ks,4,3,1,3,1,wax,1,4,500,4,82,28,461,2184,136,6477139,5,1
please,13132,please,pliz,6,3,3,2,4,please,1,4,438,7,43,8,56149,23462,7181,380056867,5,1
aside,1118,aside,xsYd,5,4,1,3,2,aside,2,4,579,6,12,4,1212,14221,2205,11769721,5,1
scheme,15231,scheme,skim,6,3,3,2,4,scheme,1,4,614,7,25,8,370,4746,608,28310172,5,1
speech,16092,speech,spiC,3,2,1,1,2,speech,1,4,539,7,16,2,1940,23288,7046,31121393,5,1
fairy,6178,fairy,f@ri,14,11,3,11,3,fairy,2,4,469,6,131,10,851,2165,351,6437994,5,2
rapt,14238,rapt,r@pt,5,2,3,1,4,rapt,1,4,375,5,33,11,12,291,9,171589,5,1
farce,6222,farce,fars,6,5,1,3,3,farce,1,4,501,5,32,9,89,446,80,727546,5,1
FALSE,6191,FALSE,fcls,4,3,1,2,2,FALSE,1,4,487,6,21,4,1078,8572,1892,33477065,5,1
land,9632,land,l@nd,14,9,5,11,3,land,1,4,404,5,62,42,4494,43139,5045,103146177,5,1
dual,5318,dual,duL,14,11,3,3,11,dual,1,3,319,5,109,16,57,3456,212,29539115,4,2
bad,1428,bad,b@d,30,27,3,19,11,bad,1,3,407,4,90,46,27804,54828,17089,95105339,4,1
weary,18865,weary,wIri,11,8,3,8,3,weary,2,4,599,6,54,15,212,1959,167,1632945,5,1
coral,3947,coral,kcrL,9,7,2,7,2,coral,2,5,318,6,80,17,121,2371,168,8819801,6,2
posy,13395,posy,pozi,11,8,3,6,5,posy,2,4,382,4,27,15,9,12,1,189674,4,1
saddle,15059,saddle,s@dL,7,4,3,3,4,saddle,2,5,440,7,31,9,399,2254,99,4499280,6,1
sage,15072,sage,seJ,19,15,4,11,8,sage,1,3,541,5,50,32,89,2593,113,7742604,4,1
sport,16175,sport,sport,7,3,4,6,1,sport,1,5,502,6,20,11,1015,16323,1184,62692186,6,1
soothe,15999,soothe,suD,9,7,2,3,6,soothe,1,3,499,7,31,3,66,609,49,675582,4,1
nag,11356,nag,n@g,17,16,1,12,5,nag,1,3,449,4,58,36,111,252,34,1163727,4,1
hunt,8134,hunt,h^nt,10,8,2,6,4,hunt,1,4,498,5,35,25,1319,8760,1622,13754315,5,1
poster,13373,poster,postX,7,4,3,4,3,poster,2,5,456,7,17,24,305,2564,402,41897879,6,2
moose,11120,moose,mus,19,18,1,14,5,moose,1,3,649,6,68,19,282,1604,183,3590020,4,1
cutter,4359,cutter,k^tX,12,9,3,9,3,cutter,2,4,350,7,51,19,239,1975,122,4273722,5,2
basin,1584,basin,besN,8,7,1,5,3,basin,2,5,371,6,41,20,96,3415,129,10550181,6,1
dental,4690,dental,dEntL,5,4,1,4,1,dental,2,6,387,7,13,5,315,1838,317,23240707,7,1
pleat,13135,pleat,plit,15,12,3,7,8,pleat,1,4,385,6,35,8,3,36,3,266830,5,1
easy,5425,easy,izi,4,2,2,2,2,easy,2,3,479,5,35,7,13551,37554,6970,125553907,4,1
rum,14987,rum,r^m,29,23,6,20,9,rum,1,3,295,4,115,41,382,1229,149,2255735,4,1
men,10678,men,mEn,27,22,5,20,7,men,1,3,356,4,129,54,19011,96300,17258,174067226,4,1
alike,488,alike,xlYk,5,4,1,1,4,alike,2,4,435,6,19,8,579,4512,545,6220960,5,1
lancer,9630,lancer,l@nsX,3,1,2,2,1,lancer,2,5,668,7,19,14,22,89,14,1096622,6,2
life,9901,life,lYf,20,18,2,9,11,life,1,3,394,5,54,24,40629,185450,42022,306574576,4,1
budge,2276,budge,b^J,15,14,1,4,11,budge,1,3,348,6,43,16,104,583,86,418361,4,1
steam,16321,steam,stim,8,5,3,3,5,steam,1,4,484,6,39,13,686,4303,462,11148945,5,1
gum,7508,gum,g^m,16,15,1,12,4,gum,1,3,335,4,61,27,683,1876,218,4504757,4,1
kitten,9519,kitten,kItN,7,6,1,5,2,kitten,2,5,359,7,52,6,241,574,60,3052310,6,1
pastor,12518,pastor,p@stX,13,6,7,8,5,pastor,2,5,471,7,25,8,219,4587,1151,5915067,6,1
slush,15845,slush,sl^S,10,9,1,4,6,slush,1,4,569,6,16,8,28,319,39,389608,5,1
thing,17263,thing,TIG,11,10,1,8,3,thing,1,3,445,6,40,15,55522,118041,52393,97462380,4,1
tense,17126,tense,tEns,12,9,3,6,6,tense,1,4,399,6,35,9,522,2815,549,2320926,5,1
beef,1676,beef,bif,15,13,2,8,7,beef,1,3,352,5,73,16,1005,5258,656,11444465,4,1
twist,17896,twist,twIst,3,2,1,2,1,twist,1,5,529,6,9,5,643,4017,659,7244706,6,1
must,11303,must,m^st,16,12,4,10,6,must,1,4,427,5,40,27,35661,103754,12983,292787867,5,1
riot,14843,riot,rYxt,2,1,1,1,1,riot,2,4,423,5,29,10,331,1656,493,2668747,5,1
rumble,14989,rumble,r^mbL,12,8,4,9,3,rumble,2,6,469,7,22,18,139,834,69,1877484,7,1
bolt,2020,bolt,bolt,14,12,2,8,6,bolt,1,4,354,5,57,31,351,2258,169,5203702,5,1
doubt,5212,doubt,dWt,20,17,3,13,7,doubt,1,3,415,6,50,4,3205,17740,4915,20312011,4,1
soy,16037,soy,sO,13,12,1,4,9,soy,1,2,529,4,78,39,118,2697,121,4654795,3,1
heard,7728,heard,hRd,20,18,2,12,8,heard,1,3,425,5,77,17,19775,56385,19688,45439231,4,1
titan,17405,titan,tYtN,5,4,1,2,3,titan,2,5,351,6,30,8,74,733,56,3985761,6,1
curious,4321,curious,kyUrixs,2,1,1,1,1,curious,3,7,513,8,4,2,1337,6250,1563,8460088,8,1
hope,8014,hope,hop,21,19,2,14,7,hope,1,3,435,5,78,33,16352,45569,16745,74166687,4,1
lair,9610,lair,lEr,30,25,5,22,8,lair,1,3,427,5,140,25,123,358,9,1211294,4,1
seethe,15368,seethe,siD,16,15,1,5,11,seethe,1,3,502,7,71,3,5,55,3,50100,4,1
rust,15025,rust,r^st,19,14,5,13,6,rust,1,4,365,5,57,33,127,1464,94,3630194,5,1
tweak,17879,tweak,twik,4,2,2,2,2,tweak,1,4,311,6,12,4,34,420,67,1706037,5,1
cub,4270,cub,k^b,18,17,1,12,6,cub,1,3,346,4,58,26,107,719,119,2239911,4,1
sector,15350,sector,sEktX,9,6,3,8,1,sector,2,5,608,7,32,8,360,10372,1975,48747184,6,1
dew,4831,dew,du,34,23,11,19,15,dew,1,2,326,4,182,39,109,636,40,4532686,3,1
dense,4687,dense,dEns,11,10,1,8,3,dense,1,4,399,6,44,14,108,3257,150,5225392,5,1
tripe,17731,tripe,trYp,15,11,4,4,11,tripe,1,4,230,5,29,17,41,73,4,220021,5,1
coupe,4064,coupe,kupe,3,2,1,1,2,coupe,1,3,249,6,93,11,31,489,12,4874541,4,1
icy,8229,icy,Ysi,4,2,2,3,1,icy,2,3,377,3,37,5,135,2040,140,1565708,3,1
chops,3110,chops,Caps,5,4,1,3,2,chops,1,4,459,6,37,9,277,1179,88,1318721,5,2
gripe,7427,gripe,grYp,7,6,1,2,5,gripe,1,4,325,6,23,17,40,246,53,552076,5,1
we,18854,we,wi,30,22,8,18,12,we,1,2,351,3,173,60,459607,1180341,561627,1390661912,3,1
preach,13458,preach,priC,4,2,2,3,1,preach,1,4,466,7,27,5,122,965,209,1539268,5,1
oscillate,12062,oscillate,asxlet,3,2,1,1,2,oscillate,3,6,589,10,4,2,3,74,1,158117,7,1
me,10591,me,mi,32,25,7,18,14,me,1,2,364,3,180,68,471339,446444,132170,566617666,3,1
sunk,16689,sunk,s^Gk,17,11,6,14,3,sunk,1,4,434,5,37,25,237,1196,159,1217793,5,1
pardon,12418,pardon,pardN,3,2,1,1,2,pardon,2,6,466,7,18,14,3297,1841,721,1963040,7,1
spoiled,16157,spoiled,spOld,3,2,1,1,2,spoiled,1,5,556,7,7,2,432,1213,174,1403276,5,2
cleat,3273,cleat,klit,11,10,1,6,5,cleat,1,4,367,6,39,8,22,190,2,371970,5,1
quake,14057,quake,kwek,9,6,3,3,6,quake,1,4,422,6,25,7,82,1466,323,4544751,5,1
gray,7388,gray,gre,18,8,10,7,11,gray,1,3,449,5,61,31,1077,16298,1305,21425871,4,1
teeth,17056,teeth,tiT,12,11,1,5,7,teeth,1,3,312,6,59,6,2440,10657,1049,9769437,3,1
hall,7591,hall,hcl,23,20,3,19,4,hall,1,3,446,5,125,39,2649,23866,3284,61270478,4,1
loam,10048,loam,lom,23,21,2,13,10,loam,1,3,365,5,84,13,3,211,2,559498,4,1
track,17560,track,tr@k,10,7,3,3,7,track,1,4,356,6,41,18,2843,19368,3641,112389630,5,1
blow,1953,blow,blo,15,7,8,9,6,blow,1,3,579,5,86,26,4976,8516,1958,31347668,4,1
worth,19182,worth,wRT,13,12,1,7,6,worth,1,3,433,6,40,14,5569,25581,5236,48076607,4,1
pair,12271,pair,pEr,26,22,4,20,6,pair,1,3,381,5,119,22,1900,12997,938,26038054,4,1
wooden,19145,wooden,wUdN,3,2,1,1,2,wooden,2,5,439,6,27,7,367,8201,279,13564576,6,1
trot,17767,trot,trat,8,6,2,3,5,trot,1,4,479,5,26,15,92,545,37,723756,5,1
mix,10979,mix,mIks,7,5,2,5,2,mix,1,4,446,4,74,26,834,12485,1451,32437743,5,1
loot,10115,loot,lut,26,24,2,18,8,loot,1,3,305,5,106,20,181,382,54,1066250,4,1
lighter,9912,lighter,lYtX,14,12,2,8,6,lighter,2,4,401,8,57,11,457,3849,419,6287712,5,2
gnash,7248,gnash,n@S,15,14,1,10,5,gnash,1,3,487,6,53,2,5,18,5,66277,4,1
splay,16143,splay,sple,4,1,3,2,2,splay,1,4,447,5,8,5,4,65,3,130292,5,1
shirt,15586,shirt,SRt,15,14,1,13,2,shirt,1,3,395,6,71,12,2365,13813,1409,40510838,4,1
riser,14853,riser,rYzX,8,7,1,5,3,riser,2,4,426,5,64,29,18,226,31,969986,4,2
space,16039,space,spes,6,4,2,2,4,space,1,4,537,6,20,15,3369,45608,5263,121524893,5,1
waltz,18781,waltz,wcls,3,2,1,1,2,waltz,1,5,561,6,23,13,279,511,48,1725607,6,1
next,11543,next,nEkst,2,1,1,1,1,next,1,4,493,5,59,10,23090,129681,39639,425919225,5,1
mid,10794,mid,mId,26,20,6,15,11,mid,1,3,296,4,75,36,64,16522,1763,39630295,4,1
amok,643,amok,xm^k,2,1,1,1,1,amok,2,4,442,4,7,5,26,248,56,463652,4,1
trifle,17714,trifle,trYfL,4,2,2,2,2,trifle,2,6,475,7,6,4,107,299,12,354770,7,1
yankee,19239,Yankee,y@Gki,3,2,1,2,1,yankee,2,5,444,7,16,4,459,1670,280,4515905,6,1
drab,5234,drab,dr@b,6,5,1,3,3,drab,1,4,422,5,17,15,41,562,26,431176,5,1
fear,6277,fear,fIr,31,27,4,23,8,fear,1,3,429,5,104,28,3523,27002,5643,28053342,4,1
strung,16509,strung,str^G,7,6,1,2,5,strung,1,5,579,6,14,7,114,1035,80,828473,6,1
dope,5193,dope,dop,20,18,2,11,9,dope,1,3,327,5,60,29,820,852,218,1490576,4,1
mope,11123,mope,mop,17,15,2,10,7,mope,1,3,316,5,49,25,34,52,4,62808,4,1
summon,16680,summon,s^mxn,7,6,1,5,2,summon,2,5,405,7,36,3,197,699,47,820528,6,1
deep,4566,deep,dip,18,17,1,13,5,deep,1,3,320,5,81,23,3896,35570,4073,53452250,4,1
grant,7358,grant,gr@nt,6,3,3,2,4,grant,1,5,402,6,25,18,1660,11380,1542,47611492,6,1
speak,16068,speak,spik,11,9,2,5,6,speak,1,4,459,6,38,10,9546,26985,7719,31326065,5,1
spice,16110,spice,spYs,9,6,3,2,7,spice,1,4,538,6,24,16,270,1765,188,7127714,5,1
saw,15187,saw,sc,23,18,5,11,12,saw,1,2,451,4,93,40,20527,68093,17933,48554082,3,1
tip,17394,tip,tIp,25,23,2,18,7,tip,1,3,222,4,72,31,1409,9125,1193,28816642,4,1
tinker,17384,tinker,tIGkX,4,3,1,1,3,tinker,2,5,549,7,15,15,113,576,71,983290,6,1
broke,2226,broke,brok,9,8,1,2,7,broke,1,4,287,6,48,13,5355,14172,3344,10461287,5,1
fierce,6386,fierce,fIrs,6,5,1,3,3,fierce,1,4,611,7,25,4,244,3239,436,2562384,5,1
berg,1756,berg,bRg,13,11,2,5,8,berg,1,3,353,5,84,18,79,718,94,3115609,4,1
rosary,14918,rosary,rozXi,3,2,1,2,1,rosary,3,5,485,6,12,1,61,380,24,1140145,6,1
boner,2039,boner,bonX,4,3,1,2,2,boner,2,4,285,5,71,34,119,37,2,302012,5,2
blown,1955,blown,blon,8,5,3,4,4,blown,1,4,420,5,40,9,811,3921,813,4230306,4,1
shrewd,15619,shrewd,Srud,7,5,2,4,3,shrewd,1,4,482,7,16,2,72,681,94,411505,5,1
tyke,17903,tyke,tYk,25,24,1,16,9,tyke,1,3,337,3,83,12,27,61,13,97529,4,
shone,15595,shone,Son,23,20,3,17,6,shone,1,3,393,6,102,22,30,1252,18,709347,4,1
wait,18762,wait,wet,27,22,5,18,9,wait,1,3,390,5,91,32,42343,30118,11036,39005783,4,1
stocky,16398,stocky,staki,4,2,2,2,2,stocky,2,5,515,7,27,5,9,395,9,138963,5,1
stiff,16362,stiff,stIf,10,9,1,3,7,stiff,1,4,479,6,32,9,523,3986,331,3492842,5,1
rough,14943,rough,r^f,20,17,3,11,9,rough,1,3,376,6,72,20,1907,8215,1342,11557409,4,1
star,16286,star,star,12,7,5,3,9,star,1,4,559,5,57,33,4149,31663,5712,122512005,5,1
whose,19012,whose,huz,16,14,2,11,5,whose,1,3,483,5,129,7,3187,45225,4547,43635895,4,1
counter,4044,counter,kWntX,3,2,1,1,2,counter,2,5,421,8,11,7,709,10227,1342,35350659,6,1
brass,2145,brass,br@s,10,8,2,4,6,brass,1,4,489,6,48,18,618,2995,208,14299336,5,1
ego,5484,ego,igo,4,3,1,2,2,ego,2,3,354,4,27,22,382,3371,390,3682266,4,1
liberal,9867,liberal,lIbXL,3,1,2,2,1,liberal,2,6,427,8,6,3,203,12469,3405,17294888,7,1
eagle,5404,eagle,igL,8,5,3,6,2,eagle,2,4,453,6,50,24,586,3504,288,16790604,5,1
farm,6226,farm,farm,6,4,2,4,2,farm,1,4,529,5,33,14,1532,14826,1721,47938031,5,1
spoon,16171,spoon,spun,11,10,1,2,9,spoon,1,4,655,6,21,10,388,3990,198,4000675,5,1
spy,16210,spy,spY,15,6,9,5,10,spy,1,3,469,4,37,13,1023,2699,709,20031037,4,1
rotten,14937,rotten,ratN,5,4,1,3,2,rotten,2,5,380,7,39,12,891,1208,194,4886337,6,1
their,17204,their,DEr,17,15,2,14,3,their,1,3,316,6,82,6,33413,686111,118894,782857871,4,1
leave,9758,leave,liv,26,21,5,11,15,leave,1,3,399,6,98,18,28596,45947,11722,70962325,4,1
borrow,2074,borrow,baro,9,8,1,3,6,borrow,2,4,325,7,85,10,1495,2592,636,4137645,5,1
kit,9513,kit,kIt,35,28,7,23,12,kit,1,3,272,4,100,35,900,3440,287,59970207,4,1
pro,13670,pro,pro,14,10,4,8,6,pro,1,3,262,4,78,30,722,15640,3402,102596670,4,1
some,15983,some,s^m,23,19,4,16,7,some,1,3,433,5,88,16,88089,425712,130750,548849339,4,1
sank,15133,sank,s@Gk,17,11,6,15,2,sank,1,4,499,5,52,38,110,2161,172,1027160,5,1
mummy,11267,mummy,m^mi,8,7,1,4,4,mummy,2,4,539,6,43,12,500,684,26,1878933,5,1
litter,10021,litter,lItX,13,10,3,8,5,litter,2,4,371,7,53,22,200,1336,105,3706977,5,1
back,1418,back,b@k,32,28,4,20,12,back,1,3,289,5,137,36,102467,310025,94822,488046401,4,1
emigrate,5609,emigrate,Emxgret,2,1,1,1,1,emigrate,3,7,652,9,4,5,14,205,26,213644,8,1
three,17293,three,Tri,9,8,1,7,2,three,1,3,454,6,47,7,27654,189312,36451,223420478,4,1
stern,16352,stern,stRn,10,5,5,4,6,stern,1,4,507,6,29,11,327,3975,1003,4643904,5,1
plead,13129,plead,plid,8,7,1,1,7,plead,1,4,355,6,24,8,357,1114,458,1125870,5,1
penal,12642,penal,pinL,5,4,1,3,2,penal,2,5,334,6,16,7,66,560,49,1467202,6,1
glitter,7216,glitter,glItX,4,1,3,2,2,glitter,2,5,419,8,10,6,104,676,65,2788928,6,1
lake,9613,lake,lek,32,28,4,22,10,lake,1,3,376,5,105,43,1836,21049,1883,85246323,4,1
haste,7685,haste,hest,10,9,1,8,2,haste,1,4,465,6,36,20,106,556,36,1059853,5,1
vile,18552,vile,vYl,22,19,3,15,7,vile,1,3,499,5,79,30,226,496,100,930954,4,1
strain,16437,strain,stren,9,4,5,3,6,strain,1,5,585,7,23,7,361,4475,515,9151339,6,1
rig,14823,rig,rIg,26,21,5,13,13,rig,1,3,367,4,83,35,440,1704,236,2826013,4,1
rusk,15022,rusk,r^sk,8,7,1,6,2,rusk,1,4,379,5,35,16,24,194,47,489388,5,
bust,2369,bust,b^st,17,15,2,13,4,bust,1,4,432,5,55,37,1406,2132,407,4547742,5,1
etch,5871,etch,EC,15,11,4,7,8,etch,1,2,315,5,66,10,10,161,22,751420,3,1
gamble,6970,gamble,g@mbL,4,2,2,3,1,gamble,2,6,401,7,15,9,456,1849,397,3294887,7,1
drain,5243,drain,dren,13,10,3,7,6,drain,1,4,539,6,51,13,440,4494,348,6412237,5,1
urbane,18209,urbane,Rben,2,1,1,1,1,urbane,2,4,578,7,7,5,7,157,6,195416,4,1
chase,2973,chase,Ces,17,13,4,12,5,chase,1,3,410,6,38,21,1673,6499,1242,10975462,4,1
tiny,17393,tiny,tYni,7,6,1,5,2,tiny,2,4,358,4,43,13,1643,17174,1788,17301787,5,1
parley,12440,parley,parli,6,4,2,1,5,parley,2,5,446,6,42,22,21,82,5,130409,6,1
law,9717,law,lc,24,15,9,14,10,law,1,2,317,4,110,40,5932,74779,19612,216130164,3,1
fleck,6522,fleck,flEk,11,9,2,1,10,fleck,1,4,469,6,31,11,7,147,4,454261,5,1
mop,11122,mop,map,16,15,1,11,5,mop,1,3,327,4,79,33,211,648,75,1840725,4,1
pond,13286,pond,pand,7,5,2,4,3,pond,1,4,510,5,32,12,323,3477,262,9223378,5,1
cancer,2522,cancer,k@nsX,6,4,2,2,4,cancer,2,5,505,7,32,8,1139,25817,6607,65083953,6,1
stink,16381,stink,stIGk,6,3,3,4,2,stink,1,5,523,6,21,14,673,877,99,872742,6,1
vote,18706,vote,vot,15,13,2,12,3,vote,1,3,458,5,44,18,1751,28504,15292,58390459,4,1
blessed,1918,blessed,blEst,5,2,3,4,1,blessed,1,5,500,8,8,1,704,3147,515,6405692,5,2
knave,9524,knave,nev,15,12,3,9,6,knave,1,3,484,6,43,4,19,97,1,153917,4,1
vessel,18481,vessel,vEsL,6,5,1,4,2,vessel,2,5,502,7,24,15,477,3493,310,8794883,6,1
came,2494,came,kem,24,21,3,15,9,came,1,3,282,5,97,33,23650,106661,28026,73291509,4,1
savor,15186,savor,sevX,8,6,2,3,5,savor,2,4,480,6,52,11,48,648,44,511915,5,2
loud,10132,loud,lWd,12,10,2,9,3,loud,1,3,449,5,57,14,2031,8470,1154,8655110,4,1
gorge,7299,gorge,gorJ,5,4,1,1,4,gorge,1,4,469,6,22,13,67,803,29,1950264,5,1
drown,5304,drown,drWn,9,8,1,4,5,drown,1,4,406,6,17,7,540,1044,221,1156106,5,1
lit,9998,lit,lIt,37,26,11,23,14,lit,1,3,306,4,99,44,496,5763,393,7015512,4,1
rash,14248,rash,r@S,26,20,6,15,11,rash,1,3,447,5,86,35,410,1209,150,2430246,4,1
label,9568,label,lebL,11,9,2,8,3,label,2,5,539,6,33,18,351,6099,859,41362819,6,1
spin,16119,spin,spIn,12,10,2,3,9,spin,1,4,469,5,28,19,746,5175,1159,12675536,5,1
tinkle,17385,tinkle,tIGkL,7,5,2,3,4,tinkle,2,6,391,7,21,12,47,109,10,104907,7,1
height,7765,height,hYt,26,22,4,19,7,height,1,3,393,7,114,8,476,7176,592,30745629,4,1
steady,16318,steady,stEdi,3,2,1,2,1,steady,2,5,438,6,15,2,1158,7655,741,8194341,6,2
ire,9179,ire,Yr,21,8,13,15,6,ire,1,2,340,4,87,38,14,454,33,1799748,3,1
charm,2966,charm,Carm,7,5,2,3,4,charm,1,4,435,6,15,11,794,2861,363,10557764,5,1
beat,1643,beat,bit,33,26,7,22,11,beat,1,3,385,5,122,37,6716,21369,3686,27621105,4,1
sewn,15499,sewn,son,27,23,4,22,5,sewn,1,3,445,4,110,9,66,644,38,1121181,4,1
runt,15014,runt,r^nt,15,10,5,9,6,runt,1,4,308,5,42,22,125,98,7,206736,4,1
siege,15658,siege,siJ,15,14,1,4,11,siege,1,3,451,6,77,14,118,1719,400,2518643,4,1
pestle,12829,pestle,pEstL,7,5,2,5,2,pestle,2,6,529,5,14,4,31,146,12,174357,7,1
often,11895,often,cfxn,4,1,3,3,1,often,2,4,374,6,13,9,2925,90164,9149,92552476,5,1
slip,15816,slip,slIp,17,14,3,6,11,slip,1,4,409,5,30,17,1320,5286,615,12888349,5,1
wily,19053,wily,wYli,4,3,1,2,2,wily,2,4,342,4,62,14,32,273,23,353458,4,1
stir,16387,stir,stR,9,6,3,3,6,stir,1,3,499,5,81,10,301,9098,329,4833763,4,1
perk,12754,perk,pRk,22,20,2,16,6,perk,1,3,326,5,97,27,72,402,39,393721,4,1
shin,15573,shin,SIn,20,19,1,16,4,shin,1,3,394,5,108,26,157,572,37,2289926,4,1
slung,15842,slung,sl^G,14,11,3,6,8,slung,1,4,454,4,15,9,16,862,17,255720,4,1
lady,9601,lady,ledi,6,5,1,1,5,lady,2,4,321,5,50,21,11071,16341,4050,29359462,5,1
total,17523,total,totL,8,7,1,5,3,total,2,5,360,6,24,5,1920,36835,3533,222656847,6,1
herb,7823,herb,hRb,11,10,1,4,7,herb,1,2,367,5,49,24,254,2289,300,5931730,3,1
peace,12582,peace,pis,19,17,2,10,9,peace,1,3,366,6,118,12,3550,27233,8620,47876863,4,1
squirt,16236,squirt,skwRt,5,3,2,1,4,squirt,1,5,475,7,6,4,140,341,24,6127116,6,1
marrow,10482,marrow,m@ro,9,8,1,7,2,marrow,2,4,382,6,62,23,151,1021,273,2739298,5,1
tone,17464,tone,ton,33,27,6,23,10,tone,1,3,529,5,100,47,860,10197,1292,17399919,4,1
touch,17529,touch,t^C,12,11,1,5,7,touch,1,3,390,6,39,13,7534,19240,3809,36835562,4,1
virile,18596,virile,vIrL,5,4,1,1,4,virile,2,5,550,6,8,0,33,124,9,103815,6,1
repay,14590,repay,ripe,3,1,2,1,2,repay,2,4,599,6,13,8,265,793,141,1746487,5,2
arm,1034,arm,arm,9,3,6,3,6,arm,1,3,383,4,44,27,3336,21897,1819,23727941,4,1
shock,15590,shock,Sak,21,20,1,17,4,shock,1,3,427,6,130,16,1468,9056,1919,14853008,4,1
whirl,18971,whirl,hwRl,8,5,3,4,4,whirl,1,4,414,6,15,5,89,599,42,623768,5,1
insert,8892,insert,InsRt,5,4,1,1,4,insert,2,5,458,7,7,6,141,1557,149,20141949,6,1
stole,16405,stole,stol,15,11,4,2,13,stole,1,4,559,6,54,22,2711,2959,635,2814273,5,1
clip,3303,clip,klIp,11,9,2,5,6,clip,1,4,333,5,34,11,290,9267,7443,31268599,5,1
fade,6166,fade,fed,22,19,3,12,10,fade,1,3,384,5,80,33,286,2246,207,3618325,4,1
