lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
hardly,hardly,hardli,1,0,1,0,1,hardly,2,6,532,6,11,3,2613,12014,1288,8845763,6
cluster,cluster,kl^stX,5,3,2,4,1,cluster,2,6,453,8,13,6,67,4106,178,14678600,7
serf,serf,sRf,8,6,2,3,5,serf,1,3,528,5,34,12,9,118,0,154018,4
bondage,bondage,bandIJ,1,1,0,1,0,bondage,2,6,493,6,3,1,87,455,78,38237863,6
rap,rap,r@p,31,26,5,18,13,rap,1,3,326,4,104,52,665,3338,843,10739454,4
skein,skein,sken,10,8,2,5,5,skein,1,4,516,6,35,6,5,102,0,208604,5
morgue,morgue,morg,2,1,1,0,2,morgue,1,4,371,7,48,3,440,539,163,379053,5
storm,storm,storm,4,3,1,1,3,storm,1,5,505,6,28,10,1574,13015,4403,22249642,6
phantom,phantom,f@ntxm,1,1,0,1,0,phantom,2,6,635,8,6,2,208,1170,135,5306656,7
fluke,fluke,fluk,8,7,1,0,8,fluke,1,4,410,6,31,8,89,397,76,1170271,5
fondle,fondle,fandL,2,1,1,0,2,fondle,2,6,629,7,3,4,25,72,17,112002,7
zipper,zipper,zIpX,6,5,1,4,2,zipper,2,4,431,7,29,10,144,805,43,2450000,5
thyme,thyme,tYm,21,19,2,11,10,thyme,1,3,348,5,32,3,10,1733,55,1007823,3
arcane,arcane,arken,2,2,0,0,2,arcane,2,5,487,6,2,4,21,524,53,809848,6
squirrel,squirrel,skwRL,2,2,0,0,2,squirrel,2,6,459,9,2,1,279,978,128,2231658,7
impart,impart,Impart,1,1,0,0,1,impart,2,6,463,7,3,5,27,461,28,694505,7
way,way,we,30,20,10,17,13,way,1,2,399,4,145,51,72661,265399,76376,305528152,3
esquire,esquire,EskwYr,1,0,1,1,0,esquire,2,6,537,8,2,2,50,773,61,795793,7
battle,battle,b@tL,14,13,1,6,8,battle,2,5,423,7,35,12,2155,18348,5046,31345568,6
injury,injury,InJXi,1,0,1,0,1,injury,3,5,552,6,5,1,520,9438,959,30291773,6
explode,explode,Iksplod,1,1,0,0,1,explode,2,7,609,8,1,4,499,1542,337,1880693,8
barber,barber,barbX,6,4,2,2,4,barber,2,5,469,7,36,22,279,1653,337,4241984,6
bright,bright,brYt,14,11,3,6,8,bright,1,4,444,7,41,6,2265,16050,1306,19447263,5
humane,humane,hyumen,1,1,0,0,1,humane,2,6,659,7,4,6,93,1273,256,2337182,7
guest,guest,gEst,15,13,2,13,2,guest,1,4,449,6,47,8,2037,9460,3967,55295435,5
visible,visible,vIzxbL,1,1,0,1,0,visible,3,7,466,7,0,1,253,9231,651,15742054,6
tidy,tidy,tYdi,6,5,1,3,3,tidy,2,4,445,4,16,4,189,1116,81,1772031,4
author,author,cTX,3,3,0,3,0,author,2,3,387,7,14,2,405,30832,4919,179813762,4
insure,insure,InSUr,2,2,0,1,1,insure,2,5,537,7,10,8,54,1066,203,5020560,6
pharynx,pharynx,f@rIGks,1,1,0,1,0,pharynx,2,7,513,7,1,0,0,70,2,184068,6
bash,bash,b@S,24,21,3,14,10,bash,1,3,439,5,76,37,167,916,357,4726953,4
self,self,sElf,7,5,2,4,3,self,1,4,496,5,40,14,722,64678,4827,112907357,5
serpent,serpent,sRpxnt,1,1,0,1,0,serpent,2,6,545,8,4,2,99,535,14,1648778,7
motel,motel,motEl,2,2,0,1,1,motel,2,5,477,6,9,16,927,2125,371,9170238,6
mobile,mobile,mobL,5,4,1,2,3,mobile,2,5,448,7,44,6,381,5945,765,145498868,6
